"YEAR","BpS_Code","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2018,"RaMCONms_fmm","A",1.74198991380671,5676.88272158803,325884.936335971,0.0445132080893064,16376279.2165397,1487191474.5575,195,17866
2018,"RaMCONms_fmm","B",1.14612426275151,3437.5888886583,299931.604310134,0.0231796193294571,14309979.713788,1458500367.42535,132,18125
2018,"RaMCONms_fmm","C",-1.50080515348002,-12865.9707955515,857271.229760793,0.0134810819417668,23404058.3108471,4601623381.1699,293,18125
2018,"RaMCONms_fmm","D",1.97592508699801,2774.75842485462,140428.321048865,0.157660768925679,9881732.20550176,744794112.557655,71,17906
2018,"RaMCONms_fmm","E",0.853332281452712,2111.98316975023,247498.332789519,0.0168795509645698,8925744.1998815,1334443742.46152,90,18125
2018,"RaMCONsw_fdm","A",1.78637317552916,391.687855486532,21926.429530633,0.88477207346562,2638501.60683932,121648433.224335,6,5870
2018,"RaMCONsw_fdm","B",-3.5102228888988,-2255.56971914527,64257.165158332,1.41893549334693,2655384.52276799,488418486.431533,11,11339
2018,"RaMCONsw_fdm","C",17.7287481499308,1424.01831807906,8032.25532923269,88.1653496333508,1034653.17049507,18358946.9782761,5,11339
2018,"RaMCONsw_fdm","D",-1.9366376436288,-55.3038056340906,2855.6609862475,3.00039453265827,148637.853115981,7284370.42873432,2,5469
2018,"RaMCONsw_fdm","E",0.673506207079797,550.807066040446,81782.0326302036,0.0333791674047041,732140.429582481,488726645.027128,19,11339
2018,"RaMCONsw_fiw","A",-2.54506382771893,-4178.54029736856,164182.141597355,0.160703054906689,7812974.761582,703600320.60053,94,11598
2018,"RaMCONsw_fiw","B",0.205607472051322,457.43364118012,222479.094079781,0.00180775530374786,9704291.17334413,1377363725.55091,69,11339
2018,"RaMCONsw_fiw","C",2.69549919143154,4305.25708431986,159720.214274425,0.235072569494832,8782504.27678305,804362792.114679,69,11598
2018,"RaMCONsw_fiw","D",0.501207268973801,464.315299771976,92639.3786591804,0.015143271344816,3740766.27472433,443715397.768511,44,11339
2018,"RaMCONsw_fiw","E",-0.176435244130836,-736.605694523113,417493.510523827,0.000297199485172972,6758077.65967757,1873087097.99947,144,11598
2018,"RaMCONsw_fvw","A",-1.9779454554201,-469.581225139498,23740.8581643503,0.950512334183318,811578.330980984,142948109.980836,9,11339
2018,"RaMCONsw_fvw","B",-2.36511002379107,-609.430505984594,25767.533004986,1.54427607649913,1417362.66270371,190505421.002455,5,11339
2018,"RaMCONsw_fvw","C",1.61276114413781,189.201085089764,11731.5007109073,1.53773105522584,27943.1822096052,81348128.7768206,5,11339
2018,"RaMCONsw_fvw","D",-6.37386035428133,-137.081856192749,2150.6881006684,47.0179127656088,64278.198158716,5528632.19870293,2,5469
2018,"RaMCONsw_fvw","E",6.1372456997961,1446.26554994718,23565.3845501938,7.47747697528345,998860.165369049,110038856.625598,11,11339
2018,"RaMEVG_ftd","A",3.32803102253157,3324.62999789129,99897.8067026041,0.6424752264814,5198933.96602468,565659646.102723,42,11598
2018,"RaMEVG_ftd","B",-0.749328903880956,-602.277833646134,80375.6308513914,0.0390105715612083,2013854.91794981,474541116.813321,25,11598
2018,"RaMEVG_ftd","C",-0.779059887203314,-503.912215400712,64682.0897440462,0.0333203653200296,5461431.13700365,291811383.365558,35,11598
