"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","sclass1","sclass2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2017,1,0,"Na0710412_fmh","Na0710412_fmh","A",NA,"Forest","Non-forest",1135.54937625386,398753.960717043,7,11872
2017,1,0,"Na0710412_fmh","Na0710412_fmh","B",NA,"Forest","Non-forest",0.881954995707329,0.813222394861511,1,1955
2017,1,0,"Na0710412_fmh","Na0710412_fmh","C",NA,"Forest","Non-forest",927.000509038224,356212.628959045,11,10395
2017,1,0,"Na0710412_fmh","Na0710412_fmh","D",NA,"Forest","Non-forest",117.898937801938,13348.2851643969,4,6929
2017,1,0,"Na0710412_fmi","Na0710412_fmi","D",NA,"Forest","Non-forest",6.96540493511583,47.665257490367,1,4789
2017,1,0,"Na1010471_frn","Na1010471_frn","A",NA,"Forest","Non-forest",30.4469966885438,410.894193497969,3,5421
2017,1,0,"Na1010471_frn","Na1010471_frn","B",NA,"Forest","Non-forest",0.228602980725408,0.0538813515872428,1,1955
2017,1,0,"Na1010471_frn","Na1010471_frn","C",NA,"Forest","Non-forest",81.2409935175474,2855.54888563928,6,5421
2017,1,0,"Na1010471_frn","Na1010471_frn","E",NA,"Forest","Non-forest",20.5317969322876,434.638931289697,1,1955
2017,1,0,"R1RFWF_fcw","R1RFWF_fcw","A",NA,"Forest","Non-forest",19.5565570011179,260.317670452347,3,4789
2017,1,0,"R1RFWF_fcw","R1RFWF_fcw","B",NA,"Forest","Non-forest",24.5909076113502,779.099159583589,1,4789
2017,1,0,"R1RFWF_fcw","R1RFWF_fcw","C",NA,"Forest","Non-forest",9.63243086776373,91.1551072506053,1,4789
2017,1,0,"R1RFWF_fcw","R1RFWF_fcw","E",NA,"Forest","Non-forest",11.765242977493,135.991262707209,1,4789
2017,1,0,"RaABAMlw_fsi","RaABAMlw_fsi","A",NA,"Forest","Non-forest",197.052276951396,19012.8820658777,3,6929
2017,1,0,"RaABAMlw_fsi","RaABAMlw_fsi","B",NA,"Forest","Non-forest",18.1705030117139,304.890404834216,2,6744
2017,1,0,"RaABAMlw_fsi","RaABAMlw_fsi","C",NA,"Forest","Non-forest",141.013502048763,13391.0746057576,3,6744
2017,1,0,"RaABAMlw_fsi","RaABAMlw_fsi","D",NA,"Forest","Non-forest",204.04190860428,27942.5389270049,2,2140
2017,1,0,"RaABAMlw_fsw","RaABAMlw_fsw","B",NA,"Forest","Non-forest",0.711938889769103,0.545897457478564,1,4789
2017,1,0,"RaDFHEdy_fwi","RaDFHEdy_fwi","A",NA,"Forest","Non-forest",101.5426786538,8347.86129070659,1,5128
2017,1,0,"RaDFHEdy_fwi","RaDFHEdy_fwi","B",NA,"Forest","Non-forest",262.63768291316,69892.9928378004,1,5128
2017,1,0,"RaDFHEdy_fwi","RaDFHEdy_fwi","C",NA,"Forest","Non-forest",1.04014398670219,1.21666229841572,1,4789
2017,1,0,"RaDFHEdy_fwi","RaDFHEdy_fwi","D",NA,"Forest","Non-forest",137.171617972435,6911.9388005858,4,8255
2017,1,0,"RaDFHEdy_fwi","RaDFHEdy_fwi","E",NA,"Forest","Non-forest",226.831396044499,14949.845419277,5,9917
2017,1,0,"RaDFHEdy_fwx","RaDFHEdy_fwx","D",NA,"Forest","Non-forest",147.779465329494,24318.071865503,2,4789
2017,1,0,"RaDFHEdy_fwx","RaDFHEdy_fwx","E",NA,"Forest","Non-forest",0.815307603996673,0.699460276931137,1,4789
2017,1,0,"RaDFHEwt_fdm","RaDFHEwt_fdm","C",NA,"Forest","Non-forest",52.8916076603327,3145.98509474889,1,4789
2017,1,0,"RaDFHEwt_fhc","RaDFHEwt_fhc","E",NA,"Forest","Non-forest",29.4480566645588,735.447481625577,1,5128
2017,1,0,"RaDFHEwt_fwm","RaDFHEwt_fwm","A",NA,"Forest","Non-forest",525.867437609978,121758.511435808,2,5128
