BpS_Code,MAP_ZONE,SCLASS,AREA_PCT,AREA,AREA_TOTAL
RaMCONms_fcm,OBM,D,4.59833351215292,98555.23383,2143281.55123
RaMCONms_fcm,OBM,E,12.0213973370478,257652.391325,2143281.55123
RaMCONms_fcm,OEC,A,2.88985823336968,11.786935,407.87243
RaMCONms_fcm,OEC,B,56.8157033805889,231.73559,407.87243
RaMCONms_fcm,OEC,C,35.659760087241,145.44633,407.87243
RaMCONms_fcm,OEC,D,0.272628135223555,1.111975,407.87243
RaMCONms_fcm,OEC,E,4.36205016357688,17.7916,407.87243
RaMCONms_fcm,WCB,A,0.493716337522442,2.446345,495.49606
RaMCONms_fcm,WCB,B,80.9245960502693,400.978185,495.49606
RaMCONms_fcm,WCB,C,8.12387791741472,40.253495,495.49606
RaMCONms_fcm,WCB,E,10.4578096947935,51.818035,495.49606
RaMCONms_fcm,WNE,A,4.31622580135083,5099.294955,118142.45106
RaMCONms_fcm,WNE,B,52.9042143862899,62502.33559,118142.45106
RaMCONms_fcm,WNE,C,33.0739343558698,39074.35671,118142.45106
RaMCONms_fcm,WNE,D,1.764402478785,2084.508335,118142.45106
RaMCONms_fcm,WNE,E,7.94122297770449,9381.95547,118142.45106
RaMCONms_fmm,OEC,A,6.87796819341256,58378.24271,848771.629475
RaMCONms_fmm,OEC,B,37.6411926618726,319487.76431,848771.629475
RaMCONms_fmm,OEC,C,38.1145576908716,323505.55238,848771.629475
RaMCONms_fmm,OEC,D,2.47577299125771,21013.65876,848771.629475
RaMCONms_fmm,OEC,E,14.8905084625855,126386.411315,848771.629475
RaMCONms_fmm,WCB,A,4.85491957621543,475.9253,9802.949205
RaMCONms_fmm,WCB,B,48.2202409310556,4727.005725,9802.949205
RaMCONms_fmm,WCB,C,42.5077701399759,4167.015115,9802.949205
RaMCONms_fmm,WCB,D,0.553551577848862,54.26438,9802.949205
RaMCONms_fmm,WCB,E,3.86351777490415,378.738685,9802.949205
RaMCONms_fmm,WEC,A,7.84873203681411,71935.219515,916520.263115
RaMCONms_fmm,WEC,B,44.4037652715743,406969.5063,916520.263115
RaMCONms_fmm,WEC,C,24.8905338502457,228126.786335,916520.263115
RaMCONms_fmm,WEC,D,1.56236009625499,14319.346865,916520.263115
RaMCONms_fmm,WEC,E,21.2946087451109,195169.4041,916520.263115
RaMCONms_fmm,WNE,A,6.1123384883176,609.139905,9965.742345
RaMCONms_fmm,WNE,B,31.6551739528241,3154.673075,9965.742345
RaMCONms_fmm,WNE,C,60.5654861529535,6035.8003,9965.742345
RaMCONms_fmm,WNE,D,0.301265314320145,30.023325,9965.742345
RaMCONms_fmm,WNE,E,1.36573609158466,136.10574,9965.742345
RaMCONsw_fdm,OSW,A,9.89949498870725,25237.162205,254933.834845
RaMCONsw_fdm,OSW,B,58.8493872954198,150026.999815,254933.834845
RaMCONsw_fdm,OSW,C,7.44195946824204,18972.07266,254933.834845
RaMCONsw_fdm,OSW,D,1.82899754080699,4662.73357,254933.834845
RaMCONsw_fdm,OSW,E,21.9801607068239,56034.866595,254933.834845
RaMCONsw_fiw,OEC,A,2.65617314313822,36.02799,1356.387105
RaMCONsw_fiw,OEC,B,63.8301360878833,865.783735,1356.387105
RaMCONsw_fiw,OEC,C,3.55796032136416,48.259715,1356.387105
RaMCONsw_fiw,OEC,D,2.34464666338744,31.802485,1356.387105
RaMCONsw_fiw,OEC,E,27.6110837842269,374.51318,1356.387105
RaMCONsw_fiw,OSW,A,5.71960086388016,63685.92178,1113467.937635
RaMCONsw_fiw,OSW,B,50.1676049735625,558600.19646,1113467.937635
RaMCONsw_fiw,OSW,C,11.2229320913741,124963.7505,1113467.937635
RaMCONsw_fiw,OSW,D,2.73255127665596,30426.082345,1113467.937635
RaMCONsw_fiw,OSW,E,30.1573107945273,335791.98655,1113467.937635
RaMCONsw_fvw,OSW,A,9.08615232187302,10156.77965,111783.066035
RaMCONsw_fvw,OSW,B,54.1263705327744,60504.116515,111783.066035
RaMCONsw_fvw,OSW,C,9.38279022666637,10488.370595,111783.066035
RaMCONsw_fvw,OSW,D,2.99085018293666,3343.264035,111783.066035
RaMCONsw_fvw,OSW,E,24.4138367357495,27290.53524,111783.066035
RaMEVG_ftd,OSW,A,12.0549414579648,52337.327325,434156.627865
RaMEVG_ftd,OSW,B,38.0575221533593,165229.25483,434156.627865
RaMEVG_ftd,OSW,C,8.70060091579341,37774.23554,434156.627865
RaMEVG_ftd,OSW,D,5.18920574719533,22529.280685,434156.627865
RaMEVG_ftd,OSW,E,35.9977297256871,156286.529485,434156.627865
RaMEVG_fuc,OSW,A,39.9856226723147,43790.90987,109516.63859
RaMEVG_fuc,OSW,B,14.2656394052498,15623.24875,109516.63859
RaMEVG_fuc,OSW,C,17.6865498881087,19369.71492,109516.63859
RaMEVG_fuc,OSW,D,13.5936820986025,14887.343695,109516.63859
RaMEVG_fuc,OSW,E,14.4685059357244,15845.421355,109516.63859
RaOAPI_fop,OEC,A,13.4010006528352,11002.103045,82099.115805
RaOAPI_fop,OEC,B,23.9436123729883,19657.49405,82099.115805
RaOAPI_fop,OEC,C,7.75654934594579,6368.05843,82099.115805
RaOAPI_fop,OEC,D,15.0845570607787,12384.28797,82099.115805
RaOAPI_fop,OEC,E,39.814280567452,32687.17231,82099.115805
RaOAPI_fop,WEC,A,7.15108715852072,427.88798,5983.537475
RaOAPI_fop,WEC,B,21.5424642259803,1289.00142,5983.537475
RaOAPI_fop,WEC,C,13.0087344359784,778.3825,5983.537475
RaOAPI_fop,WEC,D,15.5658799479651,931.39026,5983.537475
RaOAPI_fop,WEC,E,42.7318342315555,2556.875315,5983.537475
