LF_BpS_Code,FRG,Order,Donate,Receive,Primary,Secondary,ActiveOnly,ActivePassive,PassiveOnly
RaDFHEdy_fdg,3,15,D,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fdg,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fdg,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fdg,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fdg,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEdy_fdg,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEdy_fwi,3,1,B,C,Thin / low fire,None,1,0,0
RaDFHEdy_fwi,3,2,E,D,Thin / low fire,None,1,0,0
RaDFHEdy_fwi,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEdy_fwi,3,4,D,C,Overstory removal,None,1,0,0
RaDFHEdy_fwi,3,5,E,C,Overstory removal,None,1,0,0
RaDFHEdy_fwi,3,6,B,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwi,3,7,C,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwi,3,8,D,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwi,3,9,E,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwi,3,10,A,C,Grow w/ fire,None,0,0,1
RaDFHEdy_fwi,3,11,C,D,Grow w/ fire,None,0,0,1
RaDFHEdy_fwi,3,12,A,B,Grow w/o fire,None,0,0,1
RaDFHEdy_fwi,3,13,B,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fwi,3,14,C,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fwi,3,15,D,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fwi,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fwi,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fwi,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fwi,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEdy_fwi,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEdy_fwx,3,1,B,C,Thin / low fire,None,1,0,0
RaDFHEdy_fwx,3,2,E,D,Thin / low fire,None,1,0,0
RaDFHEdy_fwx,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEdy_fwx,3,4,D,C,Overstory removal,None,1,0,0
RaDFHEdy_fwx,3,5,E,C,Overstory removal,None,1,0,0
RaDFHEdy_fwx,3,6,B,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwx,3,7,C,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwx,3,8,D,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwx,3,9,E,A,Regen / high fire,None,1,0,0
RaDFHEdy_fwx,3,10,A,C,Grow w/ fire,None,0,0,1
RaDFHEdy_fwx,3,11,C,D,Grow w/ fire,None,0,0,1
RaDFHEdy_fwx,3,12,A,B,Grow w/o fire,None,0,0,1
RaDFHEdy_fwx,3,13,B,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fwx,3,14,C,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fwx,3,15,D,E,Grow w/o fire,None,0,0,1
RaDFHEdy_fwx,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fwx,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fwx,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEdy_fwx,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEdy_fwx,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fdm,5,1,B,A,Regen / high fire,None,1,0,0
RaDFHEwt_fdm,5,2,C,A,Regen / high fire,None,1,0,0
RaDFHEwt_fdm,5,3,D,A,Regen / high fire,None,1,0,0
RaDFHEwt_fdm,5,4,E,A,Regen / high fire,None,1,0,0
RaDFHEwt_fdm,5,5,D,C,Overstory removal,None,1,0,0
RaDFHEwt_fdm,5,6,E,C,Overstory removal,None,1,0,0
RaDFHEwt_fdm,5,7,B,C,Thin / low fire,None,1,0,0
RaDFHEwt_fdm,5,8,E,D,Thin / low fire,None,1,0,0
RaDFHEwt_fdm,5,9,A,B,Grow w/o fire,None,0,0,1
RaDFHEwt_fdm,5,10,B,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fdm,5,11,C,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fdm,5,12,D,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fdm,5,13,A,C,Grow w/ fire,None,0,0,1
RaDFHEwt_fdm,5,14,C,D,Grow w/ fire,None,0,0,1
RaDFHEwt_fdm,5,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fdm,5,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fdm,5,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fdm,5,18,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEwt_fdm,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fdm,5,20,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEwt_fhc,5,1,B,A,Regen / high fire,None,1,0,0
RaDFHEwt_fhc,5,2,C,A,Regen / high fire,None,1,0,0
RaDFHEwt_fhc,5,3,D,A,Regen / high fire,None,1,0,0
RaDFHEwt_fhc,5,4,E,A,Regen / high fire,None,1,0,0
RaDFHEwt_fhc,5,5,D,C,Overstory removal,None,1,0,0
RaDFHEwt_fhc,5,6,E,C,Overstory removal,None,1,0,0
RaDFHEwt_fhc,5,7,B,C,Thin / low fire,None,1,0,0
RaDFHEwt_fhc,5,8,E,D,Thin / low fire,None,1,0,0
RaDFHEwt_fhc,5,9,A,B,Grow w/o fire,None,0,0,1
RaDFHEwt_fhc,5,10,B,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fhc,5,11,C,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fhc,5,12,D,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fhc,5,13,A,C,Grow w/ fire,None,0,0,1
RaDFHEwt_fhc,5,14,C,D,Grow w/ fire,None,0,0,1
RaDFHEwt_fhc,5,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fhc,5,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fhc,5,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fhc,5,18,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEwt_fhc,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fhc,5,20,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEwt_fwc,5,1,B,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwc,5,2,C,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwc,5,3,D,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwc,5,4,E,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwc,5,5,D,C,Overstory removal,None,1,0,0
RaDFHEwt_fwc,5,6,E,C,Overstory removal,None,1,0,0
RaDFHEwt_fwc,5,7,B,C,Thin / low fire,None,1,0,0
RaDFHEwt_fwc,5,8,E,D,Thin / low fire,None,1,0,0
RaDFHEwt_fwc,5,9,A,B,Grow w/o fire,None,0,0,1
RaDFHEwt_fwc,5,10,B,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwc,5,11,C,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwc,5,12,D,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwc,5,13,A,C,Grow w/ fire,None,0,0,1
RaDFHEwt_fwc,5,14,C,D,Grow w/ fire,None,0,0,1
RaDFHEwt_fwc,5,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwc,5,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwc,5,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwc,5,18,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEwt_fwc,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fwc,5,20,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEwt_fwm,5,1,B,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwm,5,2,C,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwm,5,3,D,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwm,5,4,E,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwm,5,5,D,C,Overstory removal,None,1,0,0
RaDFHEwt_fwm,5,6,E,C,Overstory removal,None,1,0,0
RaDFHEwt_fwm,5,7,B,C,Thin / low fire,None,1,0,0
RaDFHEwt_fwm,5,8,E,D,Thin / low fire,None,1,0,0
RaDFHEwt_fwm,5,9,A,B,Grow w/o fire,None,0,0,1
RaDFHEwt_fwm,5,10,B,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwm,5,11,C,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwm,5,12,D,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwm,5,13,A,C,Grow w/ fire,None,0,0,1
RaDFHEwt_fwm,5,14,C,D,Grow w/ fire,None,0,0,1
RaDFHEwt_fwm,5,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwm,5,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwm,5,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwm,5,18,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEwt_fwm,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fwm,5,20,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEwt_fwn,5,1,B,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwn,5,2,C,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwn,5,3,D,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwn,5,4,E,A,Regen / high fire,None,1,0,0
RaDFHEwt_fwn,5,5,D,C,Overstory removal,None,1,0,0
RaDFHEwt_fwn,5,6,E,C,Overstory removal,None,1,0,0
RaDFHEwt_fwn,5,7,B,C,Thin / low fire,None,1,0,0
RaDFHEwt_fwn,5,8,E,D,Thin / low fire,None,1,0,0
RaDFHEwt_fwn,5,9,A,B,Grow w/o fire,None,0,0,1
RaDFHEwt_fwn,5,10,B,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwn,5,11,C,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwn,5,12,D,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fwn,5,13,A,C,Grow w/ fire,None,0,0,1
RaDFHEwt_fwn,5,14,C,D,Grow w/ fire,None,0,0,1
RaDFHEwt_fwn,5,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwn,5,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwn,5,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fwn,5,18,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEwt_fwn,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fwn,5,20,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFHEwt_fww,5,1,B,A,Regen / high fire,None,1,0,0
RaDFHEwt_fww,5,2,C,A,Regen / high fire,None,1,0,0
RaDFHEwt_fww,5,3,D,A,Regen / high fire,None,1,0,0
RaDFHEwt_fww,5,4,E,A,Regen / high fire,None,1,0,0
RaDFHEwt_fww,5,5,D,C,Overstory removal,None,1,0,0
RaDFHEwt_fww,5,6,E,C,Overstory removal,None,1,0,0
RaDFHEwt_fww,5,7,B,C,Thin / low fire,None,1,0,0
RaDFHEwt_fww,5,8,E,D,Thin / low fire,None,1,0,0
RaDFHEwt_fww,5,9,A,B,Grow w/o fire,None,0,0,1
RaDFHEwt_fww,5,10,B,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fww,5,11,C,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fww,5,12,D,E,Grow w/o fire,None,0,0,1
RaDFHEwt_fww,5,13,A,C,Grow w/ fire,None,0,0,1
RaDFHEwt_fww,5,14,C,D,Grow w/ fire,None,0,0,1
RaDFHEwt_fww,5,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fww,5,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fww,5,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFHEwt_fww,5,18,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFHEwt_fww,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFHEwt_fww,5,20,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFWV_fwx,1,1,B,C,Thin / low fire,None,1,0,0
RaDFWV_fwx,1,2,E,D,Thin / low fire,None,1,0,0
RaDFWV_fwx,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaDFWV_fwx,1,4,D,C,Overstory removal,None,1,0,0
RaDFWV_fwx,1,5,E,C,Overstory removal,None,1,0,0
RaDFWV_fwx,1,6,B,A,Regen / high fire,None,1,0,0
RaDFWV_fwx,1,7,C,A,Regen / high fire,None,1,0,0
RaDFWV_fwx,1,8,D,A,Regen / high fire,None,1,0,0
RaDFWV_fwx,1,9,E,A,Regen / high fire,None,1,0,0
RaDFWV_fwx,1,10,A,C,Grow w/ fire,None,0,0,1
RaDFWV_fwx,1,10,C,D,Grow w/ fire,None,0,0,1
RaDFWV_fwx,1,12,A,B,Grow w/o fire,None,0,0,1
RaDFWV_fwx,1,13,B,E,Grow w/o fire,None,0,0,1
RaDFWV_fwx,1,14,D,E,Grow w/o fire,None,0,0,1
RaDFWV_fwx,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaDFWV_fwx,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFWV_fwx,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFWV_fwx,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaDFWV_fwx,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaDFWV_fwx,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fdd,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONdy_fdd,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONdy_fdd,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONdy_fdd,1,4,D,C,Overstory removal,None,1,0,0
RaMCONdy_fdd,1,5,E,C,Overstory removal,None,1,0,0
RaMCONdy_fdd,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONdy_fdd,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONdy_fdd,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONdy_fdd,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONdy_fdd,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONdy_fdd,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONdy_fdd,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONdy_fdd,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONdy_fdd,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONdy_fdd,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fdd,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdd,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdd,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdd,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONdy_fdd,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fdg,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONdy_fdg,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONdy_fdg,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONdy_fdg,1,4,D,C,Overstory removal,None,1,0,0
RaMCONdy_fdg,1,5,E,C,Overstory removal,None,1,0,0
RaMCONdy_fdg,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONdy_fdg,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONdy_fdg,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONdy_fdg,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONdy_fdg,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONdy_fdg,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONdy_fdg,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONdy_fdg,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONdy_fdg,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONdy_fdg,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fdg,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdg,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdg,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdg,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONdy_fdg,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fdx,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONdy_fdx,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONdy_fdx,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONdy_fdx,1,4,D,C,Overstory removal,None,1,0,0
RaMCONdy_fdx,1,5,E,C,Overstory removal,None,1,0,0
RaMCONdy_fdx,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONdy_fdx,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONdy_fdx,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONdy_fdx,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONdy_fdx,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONdy_fdx,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONdy_fdx,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONdy_fdx,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONdy_fdx,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONdy_fdx,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fdx,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdx,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdx,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fdx,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONdy_fdx,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fmd,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONdy_fmd,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONdy_fmd,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONdy_fmd,1,4,D,C,Overstory removal,None,1,0,0
RaMCONdy_fmd,1,5,E,C,Overstory removal,None,1,0,0
RaMCONdy_fmd,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONdy_fmd,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONdy_fmd,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONdy_fmd,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONdy_fmd,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONdy_fmd,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONdy_fmd,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONdy_fmd,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONdy_fmd,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONdy_fmd,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fmd,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fmd,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fmd,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fmd,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONdy_fmd,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fmx,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONdy_fmx,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONdy_fmx,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONdy_fmx,1,4,D,C,Overstory removal,None,1,0,0
RaMCONdy_fmx,1,5,E,C,Overstory removal,None,1,0,0
RaMCONdy_fmx,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONdy_fmx,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONdy_fmx,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONdy_fmx,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONdy_fmx,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONdy_fmx,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONdy_fmx,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONdy_fmx,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONdy_fmx,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONdy_fmx,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONdy_fmx,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fmx,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fmx,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONdy_fmx,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONdy_fmx,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONms_fcm,3,1,B,C,Thin / low fire,None,1,0,0
RaMCONms_fcm,3,2,E,D,Thin / low fire,None,1,0,0
RaMCONms_fcm,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONms_fcm,3,4,D,C,Overstory removal,None,1,0,0
RaMCONms_fcm,3,5,E,C,Overstory removal,None,1,0,0
RaMCONms_fcm,3,6,B,A,Regen / high fire,None,1,0,0
RaMCONms_fcm,3,7,C,A,Regen / high fire,None,1,0,0
RaMCONms_fcm,3,8,D,A,Regen / high fire,None,1,0,0
RaMCONms_fcm,3,9,E,A,Regen / high fire,None,1,0,0
RaMCONms_fcm,3,10,A,C,Grow w/ fire,None,0,0,1
RaMCONms_fcm,3,11,C,D,Grow w/ fire,None,0,0,1
RaMCONms_fcm,3,12,A,B,Grow w/o fire,None,0,0,1
RaMCONms_fcm,3,13,B,E,Grow w/o fire,None,0,0,1
RaMCONms_fcm,3,14,D,E,Grow w/o fire,None,0,0,1
RaMCONms_fcm,3,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONms_fcm,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONms_fcm,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONms_fcm,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONms_fcm,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONms_fcm,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONms_fmm,3,1,B,C,Thin / low fire,None,1,0,0
RaMCONms_fmm,3,2,E,D,Thin / low fire,None,1,0,0
RaMCONms_fmm,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONms_fmm,3,4,D,C,Overstory removal,None,1,0,0
RaMCONms_fmm,3,5,E,C,Overstory removal,None,1,0,0
RaMCONms_fmm,3,6,B,A,Regen / high fire,None,1,0,0
RaMCONms_fmm,3,7,C,A,Regen / high fire,None,1,0,0
RaMCONms_fmm,3,8,D,A,Regen / high fire,None,1,0,0
RaMCONms_fmm,3,9,E,A,Regen / high fire,None,1,0,0
RaMCONms_fmm,3,10,A,C,Grow w/ fire,None,0,0,1
RaMCONms_fmm,3,11,C,D,Grow w/ fire,None,0,0,1
RaMCONms_fmm,3,12,A,B,Grow w/o fire,None,0,0,1
RaMCONms_fmm,3,13,B,E,Grow w/o fire,None,0,0,1
RaMCONms_fmm,3,14,D,E,Grow w/o fire,None,0,0,1
RaMCONms_fmm,3,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONms_fmm,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONms_fmm,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONms_fmm,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONms_fmm,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONms_fmm,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONsw_fdm,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONsw_fdm,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONsw_fdm,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONsw_fdm,1,4,D,C,Overstory removal,None,1,0,0
RaMCONsw_fdm,1,5,E,C,Overstory removal,None,1,0,0
RaMCONsw_fdm,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONsw_fdm,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONsw_fdm,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONsw_fdm,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONsw_fdm,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONsw_fdm,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONsw_fdm,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONsw_fdm,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONsw_fdm,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONsw_fdm,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONsw_fdm,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fdm,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fdm,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fdm,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONsw_fdm,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONsw_fiw,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONsw_fiw,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONsw_fiw,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONsw_fiw,1,4,D,C,Overstory removal,None,1,0,0
RaMCONsw_fiw,1,5,E,C,Overstory removal,None,1,0,0
RaMCONsw_fiw,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONsw_fiw,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONsw_fiw,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONsw_fiw,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONsw_fiw,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONsw_fiw,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONsw_fiw,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONsw_fiw,1,13,B,E,Grow w/o fire,None,0,0,1
