"PLT_CN","sclass"
22932927010497,NA
22932961010497,NA
22932937010497,NA
22931089010497,NA
22933038010497,NA
22933179010497,NA
22931082010497,NA
22933126010497,NA
22932954010497,NA
22933093010497,NA
22933046010497,NA
22933068010497,NA
22933159010497,"C"
22933021010497,NA
22933120010497,NA
22933039010497,NA
22933127010497,NA
22933069010497,NA
22933103010497,NA
22933047010497,NA
22933058010497,NA
22933144010497,NA
22933151010497,NA
22933031010497,NA
22933022010497,NA
22933152010497,NA
22933057010497,NA
22933113010497,NA
22933067010497,NA
22933085010497,NA
22933134010497,NA
22933112010497,NA
22933104010497,NA
22933077010497,NA
22933032010497,NA
22933180010497,NA
29395653010497,"B"
22931123010497,"B"
22931285010497,"B"
29395623010497,"C"
22931278010497,"B"
22933243010497,"B"
29395591010497,"B"
22931157010497,"B"
29395709010497,"C"
22931122010497,"A"
22933293010497,"A"
22931151010497,"A"
29395566010497,"A"
29395738010497,"B"
29395570010497,"A"
22933259010497,"C"
22933294010497,"A"
22933310010497,"C"
22931129010497,"C"
29395017010497,"C"
22931130010497,"B"
29395718010497,"B"
22931290010497,"C"
22931277010497,"C"
22933086010497,NA
22933135010497,"C"
22933040010497,NA
22933145010497,NA
22933049010497,"A"
22933183010497,"B"
22933182010497,NA
22933216010497,"A"
22933160010497,"B"
22933172010497,"D"
22933094010497,NA
22933128010497,NA
22933087010497,"E"
22933121010497,NA
22933059010497,NA
22933095010497,NA
29395561010497,"C"
22933305010497,"C"
22931284010497,"A"
22933242010497,"C"
22933308010497,"A"
29395583010497,"B"
22933170010497,NA
22931156010497,"E"
29395596010497,"C"
22933271010497,"C"
22933231010497,NA
22933306010497,"C"
22931143010497,NA
22933207010497,"E"
22931144010497,NA
22933215010497,NA
22931120010497,NA
29395745010497,"B"
22933280010497,NA
22933251010497,"C"
22933181010497,"D"
29395684010497,"B"
22931121010497,"B"
29395519010497,"A"
29395021010497,"B"
22933197010497,"B"
22933195010497,NA
29395692010497,"B"
22931150010497,"A"
22933286010497,"A"
29395747010497,"C"
22933171010497,"E"
29395743010497,"A"
29395582010497,"C"
22933307010497,"B"
29395686010497,"A"
22933196010497,"C"
29395598010497,"B"
29395565010497,"B"
22930963010497,NA
22930998010497,NA
22931033010497,NA
22930940010497,NA
22931032010497,NA
22930948010497,NA
22930980010497,NA
22930947010497,NA
22930990010497,NA
22930955010497,NA
22930919010497,NA
22931092010497,NA
22933016010497,NA
22932931010497,NA
22931084010497,NA
22932929010497,NA
22932964010497,NA
22931109010497,NA
22933023010497,NA
22932922010497,NA
22931091010497,NA
22932940010497,NA
22933007010497,NA
22932963010497,NA
22933001010497,NA
22933009010497,NA
22932973010497,NA
22932930010497,NA
22932913010497,NA
22931101010497,NA
22931075010497,NA
22932965010497,NA
22933008010497,NA
29881714010497,NA
29883556010497,NA
29883558010497,NA
29883415010497,"B"
29882922010497,"B"
29882873010497,"E"
29883131010497,"E"
29882807010497,"E"
29883072010497,"E"
29882987010497,"B"
29883193010497,NA
29882882010497,"C"
29882994010497,NA
29883183010497,NA
29882898010497,"E"
29883184010497,"E"
29883002010497,"E"
29883245010497,NA
29882930010497,"A"
29882830010497,"B"
29882874010497,NA
29883194010497,NA
29883013010497,"B"
29883115010497,NA
29883051010497,"B"
29883114010497,NA
29882995010497,"D"
29883003010497,"E"
29883203010497,"E"
29883076010497,"E"
29882775010497,"A"
29882806010497,"B"
29882986010497,NA
29883113010497,NA
29883060010497,NA
29881715010497,NA
29883192010497,"A"
29883050010497,"B"
29883314010497,"C"
29883531010497,"E"
29882815010497,"B"
29882774010497,NA
29882863010497,NA
29883539010497,"D"
29883452010497,"E"
29883155010497,"B"
29883530010497,NA
29882756010497,NA
29883451010497,"E"
29883522010497,"A"
29883483010497,NA
29882725010497,"B"
29882794010497,"E"
29883482010497,NA
29882717010497,"B"
29882726010497,"E"
29882765010497,"D"
29882864010497,NA
29882766010497,"E"
29881712010497,NA
29881720010497,NA
29883557010497,NA
29881894010497,NA
29883467010497,NA
29881802010497,NA
29881719010497,NA
29881727010497,"B"
29881886010497,"B"
29881795010497,"A"
29882047010497,"A"
29881548010497,"A"
29881554010497,"E"
29881804010497,"B"
29883340010497,"E"
29881794010497,"E"
29882960010497,"E"
29881887010497,"D"
29881803010497,"A"
29881810010497,NA
29881805010497,"D"
29881718010497,NA
29881793010497,"C"
29881713010497,NA
29883332010497,"B"
29881968010497,"E"
29881549010497,"E"
29883220010497,"E"
29881878010497,"C"
29881560010497,"E"
29883427010497,"B"
29883017010497,"D"
29881470010497,"D"
29883254010497,"B"
29882706010497,"C"
29881478010497,"B"
29882840010497,"B"
29883457010497,"A"
29882835010497,"E"
29883383010497,"E"
29882754010497,"E"
29882745010497,"D"
29883315010497,"A"
29881462010497,"E"
29883416010497,"D"
29883006010497,"E"
29883275010497,"E"
29881477010497,NA
29883366010497,"C"
29883323010497,NA
29882708010497,"A"
29883246010497,"E"
29883023010497,"B"
29883373010497,NA
29882891010497,"C"
29883262010497,NA
29883253010497,"D"
29881469010497,"E"
29883385010497,"A"
29882752010497,NA
29883149010497,"A"
29883337010497,"E"
29882841010497,"E"
29881711010497,NA
29883549010497,"D"
29881716010497,NA
29883462010497,NA
29883266010497,"E"
29883551010497,"E"
29881636010497,NA
29881960010497,"E"
29883509010497,NA
29883543010497,NA
29883469010497,"C"
29882951010497,"E"
29883550010497,"E"
29883515010497,"D"
29881630010497,"E"
29883559010497,NA
29881717010497,NA
29883497010497,"E"
29883548010497,NA
29882884010497,NA
29883474010497,"E"
29881631010497,NA
29883219010497,"E"
29882885010497,"B"
29882944010497,NA
29881637010497,"D"
29883552010497,"E"
29881959010497,"B"
29883502010497,NA
29883007010497,"E"
29883503010497,"E"
29883560010497,NA
29883561010497,NA
29882736010497,NA
29882737010497,NA
29882738010497,NA
29882741010497,NA
29882742010497,NA
29882743010497,NA
29883380010497,"A"
29881475010497,"E"
29883027010497,"E"
29882895010497,"E"
29883074010497,"D"
29882826010497,"E"
29883330010497,"E"
29883286010497,"E"
29883425010497,"E"
29883381010497,"C"
29883454010497,"E"
29883321010497,"B"
29882735010497,NA
29883413010497,"B"
29883012010497,"E"
29883313010497,"E"
29881468010497,"B"
29881467010497,"B"
29883205010497,"C"
29883329010497,"E"
29883456010497,"E"
29883372010497,"E"
29883371010497,"D"
29883412010497,"B"
29882824010497,"B"
29883455010497,"A"
29883202010497,"E"
29881461010497,NA
29882949010497,"E"
29883424010497,"B"
29882739010497,NA
29883480010497,"B"
29882715010497,"C"
29882879010497,"B"
29882870010497,"A"
29882733010497,"A"
29882783010497,"B"
29882804010497,"A"
29882862010497,NA
29883088010497,"E"
29882880010497,"C"
29883448010497,"E"
29883143010497,"E"
29883479010497,"E"
29883489010497,"E"
29883481010497,"E"
29882993010497,"D"
29882992010497,"A"
29882871010497,"A"
29883282010497,"A"
29883008010497,"E"
29883449010497,"E"
29882829010497,"E"
29883537010497,"B"
29883538010497,NA
29882723010497,"B"
29882764010497,"C"
29882937010497,"B"
29882734010497,NA
29882744010497,NA
29882790010497,"A"
29883243010497,"E"
29883199010497,"E"
29883068010497,"D"
29883182010497,"E"
29883414010497,NA
29883121010497,"E"
29883058010497,"B"
29883112010497,"D"
29883382010497,"B"
29883130010497,"E"
29883252010497,NA
29883191010497,"B"
29883122010497,"E"
29883261010497,"D"
29883244010497,NA
29883322010497,"A"
29883049010497,"D"
29882814010497,NA
29882773010497,"E"
29882805010497,NA
29883059010497,"E"
29882928010497,"E"
29883001010497,"A"
29882938010497,"A"
29882813010497,"A"
29883144010497,"E"
29882881010497,NA
29883490010497,"B"
29882755010497,NA
29882724010497,NA
29883442010497,"B"
29882716010497,"E"
29883443010497,"B"
29883491010497,NA
29883521010497,NA
29882532010497,NA
29882536010497,"A"
29882609010497,"B"
29882524010497,NA
29882529010497,NA
29882523010497,NA
29883223010497,"E"
29883110010497,"B"
29883097010497,"C"
29882626010497,"B"
29882693010497,"B"
29882613010497,NA
29882608010497,NA
29883111010497,NA
29883098010497,"B"
29883160010497,"B"
29882746010497,"A"
29881843010497,"B"
29883135010497,"E"
29883046010497,"A"
29883362010497,"B"
29882889010497,"E"
29883338010497,"A"
29883231010497,"B"
29883352010497,"E"
29883363010497,"C"
29882894010497,"B"
29882825010497,"E"
29883432010497,"E"
29883292010497,"E"
29883307010497,"C"
29883230010497,"A"
29883291010497,"A"
29883300010497,"E"
29881980010497,"E"
29883299010497,"B"
29883401010497,"A"
29883441010497,NA
29883308010497,"E"
29883433010497,"B"
29883392010497,"B"
29883207010497,"D"
29883241010497,"E"
29882837010497,"E"
29883306010497,"E"
29883240010497,"E"
29883393010497,"E"
29883351010497,NA
29883403010497,"D"
29883210010497,"D"
29882043010497,"E"
29883218010497,"E"
29883402010497,"E"
29882832010497,"D"
29883137010497,"B"
29883274010497,"D"
29883152010497,"E"
29883232010497,"B"
29883400010497,"A"
29882740010497,NA
29883350010497,"B"
29883361010497,"D"
29883168010497,"B"
29883290010497,"B"
29883298010497,"B"
29883450010497,"B"
29883391010497,"E"
29883109010497,NA
29883399010497,"E"
29883349010497,"B"
29883390010497,"E"
29882615010497,"E"
29882048010497,"E"
29883171010497,"D"
29881844010497,"B"
29882788010497,"A"
29882750010497,NA
29882703010497,"E"
29883090010497,"C"
29882622010497,"D"
29883089010497,"B"
29882525010497,"B"
29882541010497,"E"
29882526010497,"E"
29882781010497,"E"
29883283010497,"B"
29881977010497,"E"
29883085010497,"B"
29883201010497,"E"
29882956010497,"D"
29883099010497,"C"
29882694010497,"E"
29882900010497,"B"
29882527010497,"E"
29882952010497,"E"
29882533010497,"C"
29882614010497,"E"
29883273010497,"E"
29882537010497,"B"
29882538010497,"B"
29882748010497,"C"
29882621010497,"D"
29883335010497,"E"
29882903010497,"C"
29883215010497,"D"
29883162010497,"B"
29881974010497,"B"
29883020010497,"D"
29883021010497,"B"
29883336010497,"E"
29883161010497,NA
29883284010497,"B"
29883081010497,"C"
29882795010497,"B"
29882950010497,"E"
29883136010497,"E"
29883024010497,"E"
29883279010497,"D"
29883172010497,"B"
29883170010497,"B"
29882702010497,"A"
29882692010497,NA
29883169010497,"A"
29883429010497,"C"
29883015010497,"D"
29882996010497,"B"
29883153010497,"E"
29883116010497,"A"
29882886010497,"C"
29883206010497,"A"
29883255010497,"D"
29883217010497,"A"
29882044010497,"E"
29883078010497,"A"
29883063010497,"C"
29883263010497,"D"
29882899010497,"C"
29883196010497,NA
29883117010497,NA
29882924010497,NA
29883418010497,"C"
29883256010497,NA
29881471010497,"A"
29883375010497,"A"
29883316010497,"E"
29883118010497,"A"
29883185010497,"D"
29883062010497,"E"
29883247010497,"B"
29883086010497,"A"
29882749010497,"B"
29883272010497,"B"
29882961010497,"B"
29882989010497,NA
29882945010497,"C"
29882953010497,"A"
29883141010497,"B"
29883331010497,"D"
29883195010497,"C"
29883281010497,"E"
29883368010497,NA
29883428010497,"A"
29882941010497,"A"
29882827010497,"A"
29882784010497,"C"
29883269010497,NA
29883204010497,"C"
29881973010497,"A"
29883325010497,"C"
29883139010497,"A"
29883367010497,"C"
29883309010497,NA
29882997010497,NA
29883005010497,NA
29883133010497,NA
29883187010497,NA
29883326010497,NA
29883178010497,NA
29883387010497,NA
29883004010497,NA
29883376010497,NA
29883257010497,NA
29883264010497,NA
29883248010497,NA
29883186010497,NA
29883124010497,NA
29883419010497,NA
29883410010497,NA
29883317010497,NA
29883053010497,NA
29883212010497,"E"
29882865010497,"C"
29882940010497,"E"
29882892010497,"A"
29882923010497,"B"
29882931010497,"C"
29883052010497,"C"
29882816010497,"C"
29883532010497,NA
29883475010497,NA
29881970010497,"A"
29882780010497,"C"
29882727010497,"B"
29883138010497,"D"
29882831010497,"B"
29882866010497,"D"
29883271010497,"B"
29883009010497,"B"
29882769010497,NA
29882988010497,"D"
29882875010497,"D"
29883524010497,NA
29882798010497,NA
29882817010497,"C"
29882719010497,NA
29882758010497,NA
29883214010497,"B"
29883533010497,NA
29882948010497,"C"
29882767010497,"C"
29883014010497,"C"
29883540010497,NA
29882757010497,"B"
29883525010497,NA
29882786010497,"E"
29883445010497,NA
29883485010497,NA
29883147010497,"E"
29882045010497,"E"
29882768010497,NA
29882838010497,"B"
29882776010497,NA
29882046010497,"B"
29882624010497,NA
29882619010497,"C"
29882617010497,NA
29882535010497,"A"
29882540010497,NA
29882612010497,"A"
29882611010497,"B"
29882605010497,"B"
29882623010497,"B"
29882607010497,"C"
29882542010497,"A"
29882534010497,NA
29882539010497,NA
29882530010497,"C"
29882543010497,NA
29882610010497,"C"
29882528010497,NA
29882616010497,"A"
29882618010497,"E"
29882606010497,"B"
29882531010497,NA
29882821010497,"A"
29881797010497,"C"
29882836010497,"C"
29882710010497,NA
29881808010497,"D"
29882887010497,"B"
29881564010497,"B"
29883142010497,"C"
29883518010497,"E"
29882785010497,"C"
29881644010497,NA
29882709010497,NA
29883554010497,"A"
29882823010497,"A"
29881791010497,NA
29882957010497,"C"
29881639010497,NA
29881563010497,NA
29883211010497,"B"
29881975010497,"B"
29881806010497,NA
29883555010497,"B"
29881638010497,NA
29881463010497,NA
29882896010497,"B"
29881796010497,"C"
29881472010497,"A"
29882901010497,"C"
29881976010497,"A"
29882747010497,"C"
29881562010497,"C"
29883505010497,"E"
29883511010497,NA
29883458010497,"B"
29881647010497,"E"
29881464010497,NA
29881633010497,"B"
29883073010497,"B"
29883459010497,NA
29883026010497,"A"
29881890010497,NA
29883025010497,"D"
29881724010497,"A"
29882049010497,"A"
29881557010497,NA
29881971010497,"C"
29882955010497,"C"
29881882010497,"C"
29883151010497,"B"
29882964010497,"C"
29882958010497,"B"
29883463010497,NA
29882946010497,"C"
29883464010497,NA
29882902010497,"B"
29882796010497,"C"
29881962010497,NA
29881551010497,NA
29883386010497,NA
29881807010497,NA
29882888010497,NA
29881790010497,NA
29881881010497,"C"
29882963010497,"B"
29882789010497,"B"
29881969010497,"C"
29881961010497,"A"
29883420010497,NA
29882962010497,"D"
29883499010497,"C"
29881979010497,"B"
29883148010497,"A"
29883471010497,NA
29881643010497,NA
29881966010497,"A"
29881874010497,"E"
29883498010497,"E"
29883270010497,NA
29881873010497,"C"
29881556010497,"B"
29883553010497,"A"
29881550010497,"C"
29881632010497,"E"
29883134010497,"B"
29881889010497,"C"
29881798010497,"B"
29883510010497,"B"
29883546010497,NA
29883278010497,"C"
29881888010497,"E"
29882793010497,"C"
29883163010497,NA
29883435010497,"C"
29883444010497,NA
29883091010497,"A"
29883175010497,NA
29883233010497,"B"
29883365010497,NA
29882690010497,"A"
29883224010497,"B"
29883174010497,NA
29882834010497,"E"
29883523010497,"A"
29882042010497,"A"
29883493010497,NA
29882777010497,"B"
29883225010497,NA
29882704010497,NA
29883070010497,"D"
29883293010497,NA
29883173010497,"C"
29882820010497,"A"
29883164010497,NA
29882695010497,NA
29883404010497,"D"
29882696010497,NA
29883453010497,"C"
29883234010497,NA
29883364010497,NA
29883156010497,NA
29883100010497,"B"
29883102010497,"C"
29883434010497,"A"
29881845010497,"C"
29881840010497,"A"
29883242010497,NA
29883344010497,NA
29881846010497,NA
29883101010497,NA
29883333010497,"C"
29883301010497,"B"
29883394010497,NA
29883354010497,NA
29883353010497,"A"
29883287010497,NA
29882697010497,NA
29883484010497,NA
29882718010497,"E"
29882822010497,"E"
29883302010497,NA
29882934010497,NA
29882771010497,NA
29883487010497,NA
29882801010497,NA
29883534010497,NA
29882713010497,NA
29882926010497,NA
29883495010497,NA
29882730010497,NA
29882721010497,NA
29883526010497,NA
29882877010497,NA
29882800010497,NA
29882761010497,NA
29882770010497,NA
29882714010497,NA
29882811010497,NA
29882878010497,NA
29882819010497,NA
29882731010497,NA
29882868010497,NA
29883527010497,NA
29883535010497,NA
29883289010497,NA
29883238010497,NA
29883108010497,NA
29883285010497,NA
29883096010497,"D"
29883229010497,"C"
29882833010497,NA
29883345010497,NA
29883355010497,NA
29883406010497,NA
29883294010497,NA
29883165010497,NA
29883043010497,NA
29883105010497,NA
29882620010497,NA
29883226010497,NA
29883235010497,NA
29881847010497,NA
29881841010497,NA
29882625010497,NA
29883104010497,NA
29881842010497,NA
29883395010497,NA
29883093010497,NA
29883103010497,NA
29883303010497,NA
29883295010497,NA
29883176010497,NA
29883092010497,NA
29883221010497,NA
29883305010497,NA
29883167010497,NA
29883222010497,NA
29883228010497,NA
29883200010497,"C"
29883397010497,NA
29883095010497,"C"
29883083010497,"C"
29883297010497,NA
29883347010497,NA
29883094010497,"C"
29881708010497,"E"
29881546010497,"C"
29882779010497,"B"
29883500010497,"C"
29881792010497,"B"
29881627010497,"B"
29882883010497,"B"
29883460010497,"E"
29883472010497,NA
29883277010497,"B"
29883265010497,"C"
29881875010497,"B"
29881473010497,"D"
29881891010497,"A"
29883010010497,"D"
29883154010497,"C"
29883069010497,"B"
29883018010497,"E"
29881628010497,"B"
29881709010497,"A"
29881634010497,"B"
29881965010497,"B"
29881545010497,NA
29882959010497,"C"
29881799010497,"C"
29883430010497,"A"
29883011010497,"E"
29883213010497,NA
29883512010497,"B"
29881552010497,"C"
29883377010497,"A"
29881883010497,"C"
29882893010497,"B"
29882947010497,"B"
29882890010497,"C"
29881963010497,"D"
29881884010497,"B"
29883421010497,"D"
29882965010497,"D"
29881640010497,"B"
29883431010497,"A"
29881725010497,"B"
29883236010497,NA
29883356010497,NA
29883388010497,NA
29883357010497,NA
29883346010497,NA
29883477010497,NA
29883288010497,NA
29883438010497,NA
29883436010497,NA
29883437010497,NA
29883227010497,NA
29883446010497,NA
29883107010497,"C"
29883408010497,NA
29882797010497,"E"
29883237010497,"A"
29883439010497,NA
29883398010497,NA
29883348010497,NA
29883208010497,"C"
29882933010497,NA
29882876010497,NA
29882932010497,NA
29882720010497,NA
29882760010497,NA
29883054010497,NA
29883486010497,NA
29882759010497,NA
29882728010497,NA
29883327010497,NA
29883476010497,NA
29882925010497,NA
29882990010497,NA
29882729010497,NA
29882942010497,NA
29883064010497,NA
29882810010497,NA
29882818010497,NA
29882809010497,NA
29882712010497,NA
29883494010497,NA
29882867010497,NA
29883179010497,NA
29882799010497,NA
29883405010497,NA
29882808010497,NA
29883055010497,NA
29882999010497,NA
29883249010497,NA
29883318010497,NA
29883120010497,NA
29883369010497,NA
29883056010497,NA
29883197010497,NA
29883127010497,NA
29883126010497,NA
29883188010497,NA
29883260010497,NA
29883180010497,NA
29883250010497,NA
29883125010497,NA
29883310010497,NA
29883065010497,NA
29882943010497,NA
29883370010497,NA
29883119010497,NA
29883047010497,NA
29883048010497,"B"
29882998010497,NA
29883542010497,"B"
29882839010497,"C"
29883334010497,"B"
29882787010497,"C"
29883473010497,"B"
29881474010497,"A"
29883466010497,"C"
29883016010497,"C"
29881972010497,"B"
29881877010497,"A"
29883547010497,"A"
29883019010497,"A"
29881710010497,"B"
29883084010497,"C"
29883087010497,"D"
29883145010497,"B"
29883280010497,"A"
29882778010497,"A"
29881876010497,"B"
29881629010497,"C"
29883268010497,"E"
29881726010497,"A"
29881547010497,"C"
29881646010497,"B"
29881885010497,"E"
29883150010497,"B"
29881626010497,"B"
29881466010497,"B"
29883071010497,"B"
29883501010497,"C"
29883190010497,"C"
29883066010497,"C"
29883067010497,NA
29883319010497,NA
29883189010497,NA
29883198010497,"B"
29882935010497,NA
29882991010497,NA
29883328010497,NA
29883422010497,NA
29882984010497,NA
29881460010497,"C"
29883311010497,NA
29883320010497,"A"
29883057010497,NA
29883423010497,"C"
29883378010497,"B"
29883276010497,"B"
29881641010497,"C"
29882711010497,"B"
29881565010497,"C"
29881892010497,"C"
29882782010497,"A"
29883379010497,"C"
29883461010497,"A"
29883465010497,"C"
29882705010497,"C"
29882828010497,"B"
29881809010497,"C"
29881801010497,"C"
29881459010497,"B"
29883541010497,"B"
29881893010497,"A"
29883514010497,"A"
29883140010497,"C"
29881964010497,"A"
29883507010497,"A"
29881553010497,"E"
29882954010497,"E"
29881558010497,NA
29883079010497,"C"
29883080010497,"E"
29881559010497,"C"
29883411010497,"C"
29881645010497,"B"
29881635010497,"C"
29881465010497,"A"
29881967010497,"C"
29883513010497,NA
29883209010497,"B"
29883296010497,NA
29883177010497,NA
29883045010497,"C"
29882691010497,NA
29882699010497,NA
29883106010497,NA
29883304010497,NA
29883358010497,NA
29883389010497,NA
29882701010497,NA
29883166010497,NA
29883157010497,NA
29882698010497,NA
29882700010497,NA
29883044010497,NA
29883396010497,NA
29882927010497,NA
29882762010497,NA
29882985010497,NA
29883488010497,NA
29883447010497,NA
29883359010497,NA
29882860010497,NA
29883440010497,NA
29882812010497,NA
29882861010497,NA
29883496010497,NA
29882802010497,NA
29883478010497,NA
29882722010497,NA
29883409010497,NA
29882732010497,NA
29883528010497,NA
29882803010497,NA
29883536010497,NA
29883407010497,NA
29882936010497,NA
29883360010497,NA
29883529010497,NA
29883519010497,NA
29882869010497,NA
15655122010497,NA
40220662010497,"E"
40220630010497,"C"
40220596010497,NA
40220492010497,"B"
9827887010902,NA
9827888010902,NA
40220458010497,NA
40220431010497,"E"
40220493010497,"B"
40403484010497,"E"
40403603010497,"A"
40220407010497,"B"
40220528010497,"B"
40403524010497,"C"
40403503010497,"D"
40403601010497,"E"
40403559010497,"B"
40220484010497,"D"
40220441010497,"E"
40220518010497,"C"
40220474010497,NA
40220466010497,NA
40220483010497,NA
40220406010497,"C"
40220448010497,"C"
40220423010497,NA
40220500010497,"A"
40220530010497,"D"
40220397010497,"B"
40220509010497,NA
40220517010497,NA
40996220010497,"E"
40220529010497,"E"
9827876010902,NA
40220457010497,NA
40220553010497,"B"
9827849010902,NA
40220499010497,NA
40220362010497,"E"
40220879010497,"E"
40220347010497,"C"
40220808010497,"E"
40220310010497,"A"
40220320010497,"B"
40220311010497,"E"
40220312010497,NA
40220422010497,"E"
40220865010497,"A"
40220810010497,"C"
40220377010497,NA
40220371010497,"B"
40220421010497,"D"
9827846010902,NA
40220396010497,"D"
40220337010497,NA
40220829010497,"E"
40220386010497,NA
40220285010497,"B"
40220329010497,"C"
40220354010497,"D"
40220846010497,"E"
40220363010497,"E"
40220361010497,NA
15655123010497,NA
9827957010902,NA
9827880010902,NA
9827881010902,NA
40220716010497,"D"
40220715010497,"D"
9827865010902,NA
9827866010902,NA
40220851010497,"B"
40220706010497,"D"
40220671010497,"E"
40220704010497,"B"
40220893010497,"E"
40220683010497,"A"
40220853010497,"D"
40220703010497,"C"
40220900010497,"C"
40220676010497,"E"
40220811010497,"E"
40220826010497,"D"
40220682010497,"B"
40220695010497,NA
40220864010497,"E"
40220677010497,"E"
40220849010497,"B"
40220859010497,"E"
40220899010497,NA
40220895010497,"E"
40220670010497,"B"
40220663010497,"E"
40220837010497,"E"
40220717010497,NA
40220828010497,"C"
40220690010497,"E"
40220725010497,"E"
40220705010497,"E"
40220694010497,NA
40220870010497,"E"
40220848010497,"A"
40220712010497,"B"
40220711010497,"D"
40220812010497,"E"
40220890010497,"E"
40220855010497,"E"
40220597010497,"A"
40220604010497,"B"
40220887010497,"E"
40220572010497,"E"
40220545010497,NA
40220653010497,"E"
40220880010497,"D"
40220615010497,"E"
9827842010902,NA
40220563010497,NA
40220903010497,"D"
40220562010497,NA
9827867010902,NA
40220645010497,"B"
40220613010497,"A"
40220554010497,NA
40220898010497,"E"
40220824010497,"E"
40220646010497,"A"
40220571010497,"B"
40220886010497,"E"
40220854010497,"E"
40220807010497,"E"
40220821010497,"B"
40220580010497,"A"
40220564010497,"C"
40220621010497,NA
40220637010497,NA
9827868010902,NA
9827874010902,NA
9827886010902,NA
40220763010497,"A"
9827843010902,NA
40220867010497,"E"
40220789010497,NA
40220762010497,"E"
40220739010497,"E"
40220782010497,NA
40220783010497,NA
40220769010497,NA
40220776010497,"B"
40220745010497,"E"
40220768010497,"B"
9827879010902,NA
40220847010497,"E"
40220877010497,"E"
40220733010497,"E"
40220836010497,NA
40220744010497,"E"
40220749010497,"B"
40220757010497,"B"
40220756010497,"E"
40220702010497,NA
40220723010497,"C"
40220897010497,"B"
40220724010497,"E"
9827877010902,NA
9827878010902,NA
9827962010902,NA
9827889010902,NA
15655121010497,NA
9827890010902,NA
9827870010902,NA
9827871010902,NA
9827924010902,NA
9827926010902,NA
40220612010497,NA
40220586010497,"E"
40220831010497,"E"
40220603010497,"E"
40220620010497,NA
40220587010497,"E"
40220619010497,"B"
40220561010497,"E"
40220816010497,"A"
40220595010497,"E"
40220578010497,"B"
40220885010497,"E"
40220570010497,"E"
40220577010497,"B"
40220629010497,"B"
9827925010902,NA
40220602010497,"B"
40220628010497,"A"
40220652010497,"A"
40220611010497,"E"
40220569010497,"E"
9827875010902,NA
40220429010497,"E"
40220345010497,"A"
40220437010497,"E"
40220817010497,"E"
40220308010497,NA
40220359010497,"B"
40220430010497,"B"
40220309010497,NA
40220327010497,"E"
40220862010497,"E"
40220360010497,NA
40220840010497,"E"
40220394010497,"A"
40220352010497,"B"
40220863010497,"E"
40220319010497,"A"
40220335010497,NA
40220395010497,"B"
40220318010497,"C"
40220438010497,"D"
40220375010497,"E"
40220403010497,"E"
9827947010902,NA
9827933010902,NA
40220544010497,"E"
40220508010497,"B"
40220472010497,"E"
40220526010497,NA
40220535010497,"C"
40220515010497,"B"
40220498010497,"E"
40220588010497,"E"
40220550010497,"A"
9827953010902,"D"
40220579010497,"B"
9827948010902,NA
40220852010497,"E"
40220516010497,"E"
40220536010497,"B"
40220873010497,"E"
40220551010497,"E"
40220560010497,"E"
40220892010497,"E"
40220497010497,"E"
40220481010497,"E"
40220464010497,"E"
40220525010497,NA
40220446010497,"B"
9827934010902,NA
40220839010497,"D"
40220447010497,"C"
40220376010497,"B"
40220369010497,"C"
40220482010497,"E"
40220405010497,NA
40220404010497,"A"
40220841010497,"E"
40220834010497,"C"
40220822010497,"D"
40220813010497,"B"
40220439010497,"E"
40220868010497,"D"
40220491010497,NA
40220413010497,"D"
40220456010497,"A"
40220296010497,NA
40220346010497,NA
40220302010497,"D"
40220328010497,NA
40220295010497,"A"
40220336010497,"E"
40220083010497,"A"
40220096010497,"C"
40220078010497,NA
40220081010497,NA
40220098010497,"C"
40220092010497,NA
40220165010497,"B"
40220140010497,"A"
40220117010497,"D"
40220139010497,"A"
40220173010497,"A"
40220133010497,"B"
40220113010497,"E"
9827847010902,NA
40220112010497,"B"
40220149010497,"A"
40220184010497,"B"
40220815010497,"E"
40220896010497,"D"
40220276010497,"E"
40220835010497,"E"
40220901010497,"E"
40220904010497,"B"
40220228010497,NA
40220878010497,"D"
40220252010497,"E"
40220805010497,"A"
40220237010497,"E"
40220902010497,"E"
40220219010497,"E"
40220227010497,"C"
40220259010497,NA
40220804010497,"B"
40220277010497,NA
40220217010497,NA
40220286010497,"E"
40220201010497,"A"
40220193010497,"E"
40220244010497,"E"
40220874010497,"E"
40220211010497,"B"
40220269010497,"E"
40220884010497,"B"
40220218010497,NA
40220192010497,"B"
40220260010497,"A"
40220229010497,"A"
40220251010497,NA
40220857010497,"D"
40220268010497,"E"
40220203010497,"B"
40220202010497,"E"
40220185010497,"B"
40220250010497,NA
40220236010497,"A"
40220253010497,"E"
40220823010497,"E"
40220830010497,"E"
40220209010497,"B"
40220210010497,"B"
40220820010497,"E"
40220284010497,"B"
9827935010902,NA
9827941010902,NA
40220242010497,"B"
40220226010497,"E"
40220191010497,"E"
9827863010902,NA
40220283010497,"B"
40220199010497,"D"
40220275010497,"B"
40220200010497,NA
40220294010497,"A"
40220235010497,"B"
40220882010497,"D"
40220086010497,"E"
40220079010497,"D"
40220175010497,"B"
40220150010497,"E"
40220087010497,"E"
40220889010497,"E"
40220105010497,"B"
40220157010497,"B"
40220818010497,"E"
40220843010497,"B"
40220156010497,NA
40220104010497,"E"
40220891010497,"D"
40220809010497,"E"
40220099010497,"A"
40220856010497,"E"
