"BpS_Code","Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","REST_ACRES","BPS_LLID"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,15.1358620045382,"RaMCONdy_fmx_1707030506"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,500.82845967178,"RaMCONdy_fmx_1707030506"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,0.295562806884829,"RaMCONdy_fmx_1707030506"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,67.159359945868,"RaMCONdy_fmx_1707030506"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,0.353186597019325,"RaMCONdy_fmx_1707030601"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,0.76548254830182,"RaMCONdy_fmx_1707030601"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,0.23351366782593,"RaMCONdy_fmx_1707030601"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,0.76548254830182,"RaMCONdy_fmx_1707030603"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,0.101457088491395,"RaMCONdy_fmx_1707030603"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,0.132056579334535,"RaMCONdy_fmx_1707030603"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,3.46944695195361e-18,"RaMCONdy_fmx_1707030603"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,0.20532377521215,"RaMCONdy_fmx_1707030603"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,7429.99411204787,"RaMCONdy_fmx_1712000501"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,1329.5478183412,"RaMCONdy_fmx_1712000501"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,9.09494701772928e-13,"RaMCONdy_fmx_1712000501"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,267.452979624711,"RaMCONdy_fmx_1712000501"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,14575.9468185499,"RaMCONdy_fmx_1712000502"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,707.418072600139,"RaMCONdy_fmx_1712000502"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,1677.86826029318,"RaMCONdy_fmx_1712000502"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,6058.43528518751,"RaMCONdy_fmx_1712000503"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,155.537644003336,"RaMCONdy_fmx_1712000503"
"RaMCONdy_fmx",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,489.03559147586,"RaMCONdy_fmx_1712000503"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,1061.37263151752,"RaMCONdy_fmx_1712000503"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4754.36189824568,"RaMCONdy_fmx_1712000504"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,317.433153311232,"RaMCONdy_fmx_1712000504"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,840.210887898314,"RaMCONdy_fmx_1712000504"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,871.533227998791,"RaMCONdy_fmx_1712000505"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,142.95590771876,"RaMCONdy_fmx_1712000505"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,0.2838820712797,"RaMCONdy_fmx_1712000508"
"RaMCONdy_fmx",12,"A","B","Grow w/o fire","None",0,0,1,0.002016636716925,"RaMCONdy_fmx_1712000508"
"RaMCONdy_fmx",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,0.1413860111102,"RaMCONdy_fmx_1712000508"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,0.11406876400675,"RaMCONdy_fmx_1712000508"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,1286.42088026688,"RaMCONdy_fmx_1712000514"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2200.06656594983,"RaMCONdy_fmx_1712000514"
"RaMCONdy_fmx",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,3815.42777282197,"RaMCONdy_fmx_1712000514"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,716.402216367837,"RaMCONdy_fmx_1712000514"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,1953.3137819958,"RaMCONdy_fmx_1712000601"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,20360.726472538,"RaMCONdy_fmx_1712000601"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4970.1497909925,"RaMCONdy_fmx_1712000602"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,1019.14543484644,"RaMCONdy_fmx_1712000602"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,2.8421709430404e-14,"RaMCONdy_fmx_1712000602"
"RaMCONdy_fmx",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,566.569504986513,"RaMCONdy_fmx_1712000602"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,831.803930539967,"RaMCONdy_fmx_1712000602"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,5785.61376266238,"RaMCONdy_fmx_1712000604"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,582.666093069042,"RaMCONdy_fmx_1712000604"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,12077.7869030686,"RaMCONdy_fmx_1801020101"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,2064.02216635694,"RaMCONdy_fmx_1801020101"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,1785.35671153796,"RaMCONdy_fmx_1801020101"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,310.220597100759,"RaMCONdy_fmx_1801020102"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,5862.0956251464,"RaMCONdy_fmx_1801020102"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,820.50305899626,"RaMCONdy_fmx_1801020102"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,158.707394765464,"RaMCONdy_fmx_1801020102"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2.37087712264405,"RaMCONdy_fmx_1801020103"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,0.5559838927531,"RaMCONdy_fmx_1801020103"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,0.18073137169535,"RaMCONdy_fmx_1801020103"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,0.2396225840405,"RaMCONdy_fmx_1801020103"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,9704.29453554642,"RaMCONdy_fmx_1801020104"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,1829.24771632819,"RaMCONdy_fmx_1801020104"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,617.681341391899,"RaMCONdy_fmx_1801020104"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2203.20540146558,"RaMCONdy_fmx_1801020105"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,593.679979783616,"RaMCONdy_fmx_1801020105"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,11.7166575930999,"RaMCONdy_fmx_1801020105"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,1.4210854715202e-14,"RaMCONdy_fmx_1801020105"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,266.363301215732,"RaMCONdy_fmx_1801020105"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,8504.35793880009,"RaMCONdy_fmx_1801020106"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,2000.98244403736,"RaMCONdy_fmx_1801020106"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,45.7917309020049,"RaMCONdy_fmx_1801020106"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,3433.55730738372,"RaMCONdy_fmx_1801020201"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,670.630964951372,"RaMCONdy_fmx_1801020201"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,68.2578312422281,"RaMCONdy_fmx_1801020201"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,511.916215830783,"RaMCONdy_fmx_1801020201"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,6342.39717978496,"RaMCONdy_fmx_1801020202"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,216.584872951305,"RaMCONdy_fmx_1801020202"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,1070.24695227816,"RaMCONdy_fmx_1801020202"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,326.778673702522,"RaMCONdy_fmx_1801020202"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,2090.3092561956,"RaMCONdy_fmx_1801020204"
"RaMCONdy_fmx",2,"E","D","Thin / low fire","None",1,0,0,41.7011038625924,"RaMCONdy_fmx_1801020204"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,17356.3418248774,"RaMCONdy_fmx_1801020204"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,12115.1198618286,"RaMCONdy_fmx_1801020205"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,829.22397642225,"RaMCONdy_fmx_1801020205"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,12392.0360292653,"RaMCONdy_fmx_1801020206"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,1409.65489056492,"RaMCONdy_fmx_1801020206"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,1171.47751567313,"RaMCONdy_fmx_1801020206"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,20398.2408773294,"RaMCONdy_fmx_1801020207"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,1833.72717697286,"RaMCONdy_fmx_1801020207"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,14.0998139885723,"RaMCONdy_fmx_1801020301"
"RaMCONdy_fmx",2,"E","D","Thin / low fire","None",1,0,0,8.86011202304365,"RaMCONdy_fmx_1801020301"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,22.609726073809,"RaMCONdy_fmx_1801020301"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,8.9328213439549,"RaMCONdy_fmx_1801020301"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,78.1057077904333,"RaMCONdy_fmx_1801020303"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,4.27722062788478,"RaMCONdy_fmx_1801020303"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,7.5021888998284,"RaMCONdy_fmx_1801020303"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,4.4060251164609,"RaMCONdy_fmx_1801020303"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4.02174173113893,"RaMCONdy_fmx_1801020405"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,2.86760120357745,"RaMCONdy_fmx_1801020405"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,3.33066907387547e-16,"RaMCONdy_fmx_1801020405"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,1.62551897690935,"RaMCONdy_fmx_1801020405"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2.06806466042004,"RaMCONdy_fmx_1801020406"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,3.29138539825208,"RaMCONdy_fmx_1801020406"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,40.7989580444819,"RaMCONdy_fmx_1801020406"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,11.4981314118804,"RaMCONdy_fmx_1801020406"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,51.8827060515678,"RaMCONdy_fmx_1801020407"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,2.7057324859797,"RaMCONdy_fmx_1801020407"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,11.9148342088235,"RaMCONdy_fmx_1801020407"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,266.420692658467,"RaMCONdy_fmx_1801020408"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,25.2589791578359,"RaMCONdy_fmx_1801020408"
"RaMCONdy_fmx",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,24.2450308743964,"RaMCONdy_fmx_1801020408"
"RaMCONdy_fmx",2,"E","D","Thin / low fire","None",1,0,0,2.44766814283322,"RaMCONdy_fmx_1801020409"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,11.7562858089894,"RaMCONdy_fmx_1801020409"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,0.722519673729101,"RaMCONdy_fmx_1801020409"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,1.60890116259649,"RaMCONdy_fmx_1801020409"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4.74930103302369,"RaMCONdy_fmx_1801020412"
"RaMCONdy_fmx",6,"B","A","Regen / high fire","None",1,0,0,1.11022302462516e-16,"RaMCONdy_fmx_1801020412"
"RaMCONdy_fmx",7,"C","A","Regen / high fire","None",1,0,0,0.36694489623089,"RaMCONdy_fmx_1801020412"
"RaMCONdy_fmx",11,"C","D","Grow w/ fire","None",0,0,1,0.0987551062211658,"RaMCONdy_fmx_1801020412"
"RaMCONdy_fmx",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,1.30038390967695,"RaMCONdy_fmx_1801020412"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,10.922514768745,"RaMCONms_fcm_17010214"
"RaMCONms_fcm",13,"B","E","Grow w/o fire","None",0,0,1,4.41071237664108,"RaMCONms_fcm_17010214"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,6.58070411980026,"RaMCONms_fcm_17010214"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,17.2409045509286,"RaMCONms_fcm_17010215"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,21.16772245146,"RaMCONms_fcm_17010215"
"RaMCONms_fcm",13,"B","E","Grow w/o fire","None",0,0,1,6.38503577607608,"RaMCONms_fcm_17010215"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,8.34481673621536,"RaMCONms_fcm_17010215"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,996.477985509659,"RaMCONms_fcm_17010216"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,904.821195656716,"RaMCONms_fcm_17010216"
"RaMCONms_fcm",13,"B","E","Grow w/o fire","None",0,0,1,46.434747094022,"RaMCONms_fcm_17010216"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,615.69703234977,"RaMCONms_fcm_17010216"
"RaMCONms_fcm",1,"B","C","Thin / low fire","None",1,0,0,10.5042808800807,"RaMCONms_fcm_17010305"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,49.1155299869866,"RaMCONms_fcm_17010305"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,74.2956875197312,"RaMCONms_fcm_17010305"
"RaMCONms_fcm",13,"B","E","Grow w/o fire","None",0,0,1,0.256835815819684,"RaMCONms_fcm_17010305"
"RaMCONms_fcm",1,"B","C","Thin / low fire","None",1,0,0,11.5214809226878,"RaMCONms_fcm_17010306"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,38.5994359121715,"RaMCONms_fcm_17010306"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,59.087948077235,"RaMCONms_fcm_17010306"
"RaMCONms_fcm",13,"B","E","Grow w/o fire","None",0,0,1,30.8790974577235,"RaMCONms_fcm_17010306"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,122.13301096099,"RaMCONms_fcm_17010307"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,3.79485742941858,"RaMCONms_fcm_17010307"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,167.886841945369,"RaMCONms_fcm_17010307"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,169.491433670648,"RaMCONms_fcm_17010307"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,469.286381473217,"RaMCONms_fcm_17010308"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,343.250819432491,"RaMCONms_fcm_17010308"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,710.688784324656,"RaMCONms_fcm_17010308"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,32.8013767198336,"RaMCONms_fcm_17010308"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2477.60982386234,"RaMCONms_fcm_17020001"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,548.928713484587,"RaMCONms_fcm_17020001"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,3404.48326404459,"RaMCONms_fcm_17020001"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,4.54747350886464e-13,"RaMCONms_fcm_17020001"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,4138.04777065133,"RaMCONms_fcm_17020001"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,765.780749309201,"RaMCONms_fcm_17020002"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,1681.76019725508,"RaMCONms_fcm_17020002"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,83.2683578046112,"RaMCONms_fcm_17020002"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,1896.65852785133,"RaMCONms_fcm_17020002"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,638.772349679546,"RaMCONms_fcm_17020003"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,1732.52313623101,"RaMCONms_fcm_17020003"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,935.526116855829,"RaMCONms_fcm_17020003"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,1993.91509728998,"RaMCONms_fcm_17020003"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,255.931935543181,"RaMCONms_fcm_17020004"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,257.262655973401,"RaMCONms_fcm_17020004"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,250.167188391056,"RaMCONms_fcm_17020004"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,63.8075704405758,"RaMCONms_fcm_17020004"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,17.6923331715572,"RaMCONms_fcm_17020005"
"RaMCONms_fcm",12,"A","B","Grow w/o fire","None",0,0,1,6.24852750290523,"RaMCONms_fcm_17020005"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,42.6992723785728,"RaMCONms_fcm_17020005"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,23.7081448918437,"RaMCONms_fcm_17020005"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,74.4191740114438,"RaMCONms_fcm_17020006"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,66.1318318320907,"RaMCONms_fcm_17020006"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,50.593621979578,"RaMCONms_fcm_17020006"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,50.447754971644,"RaMCONms_fcm_17020006"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,36.17142765836,"RaMCONms_fcm_17020007"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,60.396619589517,"RaMCONms_fcm_17020007"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,95.174726717003,"RaMCONms_fcm_17020007"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,122.43694432337,"RaMCONms_fcm_17020008"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,372.784120926763,"RaMCONms_fcm_17020008"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,300.192209890327,"RaMCONms_fcm_17020008"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,580.32401394567,"RaMCONms_fcm_17020008"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,105.052979624701,"RaMCONms_fcm_17050116"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,149.436215810848,"RaMCONms_fcm_17050116"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,446.209281160249,"RaMCONms_fcm_17050116"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,855.897024626397,"RaMCONms_fcm_17050116"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,9.83723662320124,"RaMCONms_fcm_17050119"
"RaMCONms_fcm",12,"A","B","Grow w/o fire","None",0,0,1,1.55754247334924,"RaMCONms_fcm_17050119"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,19.8997534799288,"RaMCONms_fcm_17050119"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,35.0187610416517,"RaMCONms_fcm_17050119"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,3101.70635336777,"RaMCONms_fcm_17050201"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,192.010414991002,"RaMCONms_fcm_17050201"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,7321.03000552314,"RaMCONms_fcm_17050201"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,77.1230049957099,"RaMCONms_fcm_17050202"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,448.572026936572,"RaMCONms_fcm_17050202"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,901.634984773899,"RaMCONms_fcm_17050202"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,1245.5438498167,"RaMCONms_fcm_17050202"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,6211.61373975165,"RaMCONms_fcm_17050203"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,3174.67942508863,"RaMCONms_fcm_17050203"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,2905.09326610682,"RaMCONms_fcm_17050203"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,11649.9390889955,"RaMCONms_fcm_17050203"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,39.3664506365924,"RaMCONms_fcm_17060101"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,332.007156431648,"RaMCONms_fcm_17060101"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,921.003110075374,"RaMCONms_fcm_17060101"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,1775.014676333,"RaMCONms_fcm_17060101"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,1452.96643086619,"RaMCONms_fcm_17060102"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,5143.5570195286,"RaMCONms_fcm_17060102"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,7359.18572283923,"RaMCONms_fcm_17060102"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,16486.8394030115,"RaMCONms_fcm_17060102"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,565.123919158274,"RaMCONms_fcm_17060103"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,2593.91753006291,"RaMCONms_fcm_17060103"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,3299.34833884626,"RaMCONms_fcm_17060103"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,4848.01522382672,"RaMCONms_fcm_17060103"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,9495.38982385828,"RaMCONms_fcm_17060104"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,15164.602845326,"RaMCONms_fcm_17060104"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,21954.3994006283,"RaMCONms_fcm_17060104"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,46956.7173980857,"RaMCONms_fcm_17060104"
"RaMCONms_fcm",7,"C","A","Regen / high fire","None",1,0,0,6623.78393244392,"RaMCONms_fcm_17060105"
"RaMCONms_fcm",11,"C","D","Grow w/ fire","None",0,0,1,8219.26998065086,"RaMCONms_fcm_17060105"
"RaMCONms_fcm",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,5623.29875078619,"RaMCONms_fcm_17060105"
"RaMCONms_fcm",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,2583.83420339868,"RaMCONms_fcm_17060105"
