"BpS_Code","SCLASS","AREA_PCT","AREA","AREA_TOTAL","avg","low","high","departure"
"RaPIPOxe_fxp","D",1.62465825403732,435509.265670375,1083517.3358,468235.198091376,440097.905244587,496372.533195341,-4588.63957421161
"RaPIPOxe_fxp","E",10.0307468739994,67612.9986781901,1083517.3358,53563.8192690093,39514.6431103805,67612.9986781901,0
"RaREFI_fcw","A",5.49725891557195,14745.23329,268228.83034,18434.5480701915,14269.508227546,22599.5892539812,0
"RaREFI_fcw","B",40.4291712406682,68911.4034396473,268228.83034,60471.2536815351,54109.5878978816,66832.9194651886,2078.48397445862
"RaREFI_fcw","C",9.91342285663117,29359.4788247684,268228.83034,35321.9895307893,29359.4788247684,41284.5005050391,0
"RaREFI_fcw","D",3.38987407262464,51931.4362175633,268228.83034,58772.5226787268,51931.4362175633,65613.6091398904,0
"RaREFI_fcw","E",40.770272914504,103281.278568021,268228.83034,95228.5201339609,87175.7614316718,103281.278568021,0
"RaREFI_frf","A",3.54748538102765,3038.93678451644,57123.93491,3925.95353274315,3038.93678451644,4812.97056658954,0
"RaREFI_frf","B",64.0361600573079,14761.3083604538,57123.93491,12878.3917629267,11523.5658044942,14233.2177213591,528.090639094702
"RaREFI_frf","C",16.9778632551838,9698.423555,57123.93491,7522.42414915237,6252.60511799461,8792.24323743407,906.18031756593
"RaREFI_frf","D",0.0716349111182054,11059.6910053055,57123.93491,12516.6178286668,11059.6910053055,13973.5446520282,0
"RaREFI_frf","E",15.3668563953624,18565.5752047243,57123.93491,20280.5484362461,18565.5752047243,21995.5216106439,0
"RaREFI_frm","A",1.59897063913678,4717.02599243939,88667.55213,6093.84997852314,4717.02599243939,7470.67440794466,0
"RaREFI_frm","B",44.8629776219356,22937.0825865828,88667.55213,19989.7901779516,17886.8345344783,22092.7458214248,844.336765157921
"RaREFI_frm","C",4.0291551917009,9705.26962334731,88667.55213,11676.2778411502,9705.26962334731,13647.2861476206,0
"RaREFI_frm","D",0.62930467977948,17166.8098547417,88667.55213,19428.2460681874,17166.8098547417,21689.6822816331,0
"RaREFI_frm","E",48.8795918674472,34141.3640728888,88667.55213,31479.3893055334,28817.4144495104,34141.3640728888,0
"RaSAWD_fal","A",47.7138457153181,181295.40397095,641336.696335,161102.49929398,140909.594617009,181295.40397095,0
"RaSAWD_fal","B",41.2599396693152,158059.474675822,641336.696335,139579.062756049,121098.650194939,158059.474675822,0
"RaSAWD_fal","C",11.0262146153667,301981.817688228,641336.696335,340655.147111706,318450.419883932,362859.849327349,-16468.6021957034
"RaSAWD_fal","D",0,0,641336.696335,NA,NA,NA,0
"RaSAWD_fal","E",0,0,641336.696335,NA,NA,NA,0
"RaSAWD_fsw","A",35.1334394212367,17935.9527126802,63448.84871,15938.2242789477,13940.4958452151,17935.9527126802,0
"RaSAWD_fsw","B",48.19732350034,15637.1711664069,63448.84871,13808.8634043578,11980.5555788599,15637.1711664069,0
"RaSAWD_fsw","C",16.6692370784233,29875.7248309129,63448.84871,33701.7622956715,31504.9998359947,35898.5222808432,-1629.2750050818
"RaSAWD_fsw","D",0,0,63448.84871,NA,NA,NA,0
"RaSAWD_fsw","E",0,0,63448.84871,NA,NA,NA,0
"RaSPFI_fcd","A",8.75993713308343,58910.0228075823,1426765.559515,43058.701671103,27207.3776810926,58910.0228075823,0
"RaSPFI_fcd","B",4.14403837481882,277594.654704063,1426765.559515,317648.415468194,277594.654704063,357702.177659092,0
"RaSPFI_fcd","C",44.8689937443272,390127.071486526,1426765.559515,351569.284398904,313011.471629503,390127.071486526,0
"RaSPFI_fcd","D",11.2334320064806,257927.818021829,1426765.559515,294384.747629267,259235.764561425,329533.729270344,-1307.94653959558
"RaSPFI_fcd","E",30.99359874129,442205.992495,1426765.559515,420104.42033489,379552.381673815,460656.458995964,0
"RaSPFI_fmz","A",3.29168759359732,7972.86075,242211.951265,7309.77285030669,4618.80509589913,10000.7401202904,0
"RaSPFI_fmz","B",5.47531142486459,47125.2915576829,242211.951265,53924.9367309794,47125.2915576829,60724.5821464878,0
"RaSPFI_fmz","C",44.2731522247125,69498.5450487575,242211.951265,59683.4440046652,53137.7553979386,66229.1282515767,3269.41679718079
"RaSPFI_fmz","D",21.9565203418948,53181.31635,242211.951265,49975.6275096643,44008.631939112,55942.6228380047,0
"RaSPFI_fmz","E",25.0033284149308,64433.9375585596,242211.951265,71318.1718648681,64433.9375585596,78202.4061711766,0
"RaSSHE_fss","A",18.4060921758904,3586.33454635019,42053.782525,2257.43203274164,1657.5391986159,2857.32474070603,729.009805644159
"RaSSHE_fss","B",56.1416219360639,5171.49880675653,42053.782525,4325.63011844702,3479.76185067534,5171.49880675653,9.09494701772928e-13
"RaSSHE_fss","C",0,3.77466341187895,42053.782525,157.319752015858,3.77466341187895,310.864882673619,0
"RaSSHE_fss","D",8.07001771596288,3464.23496336038,42053.782525,4306.9621500077,3464.23496336038,5149.68895817098,0
"RaSSHE_fss","E",17.3822681720828,29827.939545121,42053.782525,31006.4381353575,29827.939545121,32184.9367676478,0
"RaTAOAco_ftm","A",8.37857598723424,49721.517335,593436.371655,57720.6314164423,46658.0077737619,68783.2550591228,0
"RaTAOAco_ftm","B",41.7461621974907,86597.0880005361,593436.371655,74129.0865621932,61661.0857172866,86597.0880005361,0
"RaTAOAco_ftm","C",7.01947879413384,260371.792538744,593436.371655,281236.714493893,260371.792538744,302101.635855606,0
"RaTAOAco_ftm","D",4.02568740914462,138201.511366808,593436.371655,155628.034499642,138201.511366808,173054.568314331,0
"RaTAOAco_ftm","E",38.8300956119966,58544.4624139125,593436.371655,24721.8963747202,17042.2291678963,32401.563581544,26142.8988323686
"RaTAOAco_fto","A",26.2487344591585,3510.2078977631,27457.998675,2670.70421809978,2158.84225642794,3182.56617977161,327.641717991481
"RaTAOAco_fto","B",26.8942615316082,4006.80315725563,27457.998675,3429.91508074766,2853.0270316977,4006.80315725563,0
"RaTAOAco_fto","C",8.74498845826753,12047.2702315127,27457.998675,13012.6795437204,12047.2702315127,13978.0888284701,0
"RaTAOAco_fto","D",9.34920827764954,6394.51354390342,27457.998675,7200.82989380421,6394.51354390342,8007.14673794897,0
"RaTAOAco_fto","E",28.7628072733163,1499.20384456514,27457.998675,1143.86955421598,788.535263866821,1499.20384456514,0
