"BpS_Code","MAP_ZONE","stratID","SCLASS","AREA_PCT","AREA","AREA_TOTAL","avg","low","high","departure"
"RaPIJEsp_fjp","OSW","RaPIJEsp_fjp OSW","E",18.2503160828905,1814.92867743,82496.758065,824.96758065,0,1814.92867743,0
"RaPIPOm_fdp","OBM","RaPIPOm_fdp OBM","A",10.433762921384,111920.72854,1072678.470685,115550.165951179,95595.4244202836,135504.907482074,0
"RaPIPOm_fdp","OBM","RaPIPOm_fdp OBM","B",33.7869505606428,131300.767103965,1072678.470685,73929.170755487,58541.8566090222,89316.4806112381,41984.2864927267
"RaPIPOm_fdp","OBM","RaPIPOm_fdp OBM","C",21.2264085420302,367570.007473644,1072678.470685,399079.446263276,367570.007473644,430588.844291127,0
"RaPIPOm_fdp","OBM","RaPIPOm_fdp OBM","D",11.0832141376978,420801.651909782,1072678.470685,454420.651287539,420801.651909782,488039.651737975,0
"RaPIPOm_fdp","OBM","RaPIPOm_fdp OBM","E",23.4696638382453,41085.3156576087,1072678.470685,29699.0632444802,18312.8097586731,41085.3156576087,0
"RaPIPOm_fdp","OEC","RaPIPOm_fdp OEC","A",12.5564236430712,3792.27954,30201.908185,3253.38449329597,2691.54673105707,3815.22225553487,0
"RaPIPOm_fdp","OEC","RaPIPOm_fdp OEC","B",54.321333107516,3055.76810969926,30201.908185,2081.5203142136,1648.28121995965,2514.75928765992,541.008822039334
"RaPIPOm_fdp","OEC","RaPIPOm_fdp OEC","C",12.7559774084519,10349.1548685503,30201.908185,11236.3220890107,10349.1548685503,12123.4881617986,0
"RaPIPOm_fdp","OEC","RaPIPOm_fdp OEC","D",5.28707024145269,11847.923867587,30201.908185,12794.4870365394,11847.923867587,13741.0502356937,0
"RaPIPOm_fdp","OEC","RaPIPOm_fdp OEC","E",15.0791955995081,1156.7817991634,30201.908185,836.195006987979,515.608184610647,1156.7817991634,0
"RaPIPOm_fpd","OBM","RaPIPOm_fpd OBM","A",23.3381514894748,1920.54883340416,13385.732655,1441.92660888928,1192.91551877053,1690.93769900803,229.611134396127
"RaPIPOm_fpd","OBM","RaPIPOm_fpd OBM","B",22.4609147850936,1114.56187834557,13385.732655,922.546822914092,730.531713939687,1114.56187834557,0
"RaPIPOm_fpd","OBM","RaPIPOm_fpd OBM","C",24.3383342471216,4586.83005812224,13385.732655,4980.02982419731,4586.83005812224,5373.22908161454,0
"RaPIPOm_fpd","OBM","RaPIPOm_fpd OBM","D",14.4229011945704,5251.09673325476,13385.732655,5670.6212693554,5251.09673325476,6090.14581884177,0
